Study_numb,Paper,LeadAuthor,Year_Published,Title,URL,Location,Country,GPS_coordinates_extracted,GPS_Google,GPS_data,GPS_lat,GPS_long,Species,Common name,Taxa,OsHV_var,Year_Sampled,Field_Lab,Search_Strategy,Notes,GenBank Sequence
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Normandy,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Normandy,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Charente-Maritime,France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Charente-Maritime,France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Normandy,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Normandy,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,South Brittany,France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,South Brittany,France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,South Brittany,France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,South Brittany,France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,North Brittany,France,NA,"48.431392, -4.759700","48.431392, -4.759700",48.431392,-4.7597,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Charente-Maritime,France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,
